device_name,device_type,eq_variant,data_source,loss_type,score_before_eq,score_with_eq,score_delta,preamp_db,num_filters,generator_version,generated_at,source_file,f1_type,f1_fc_hz,f1_gain_db,f1_q,f2_type,f2_fc_hz,f2_gain_db,f2_q,f3_type,f3_fc_hz,f3_gain_db,f3_q,f4_type,f4_fc_hz,f4_gain_db,f4_q,f5_type,f5_fc_hz,f5_gain_db,f5_q,f6_type,f6_fc_hz,f6_gain_db,f6_q,f7_type,f7_fc_hz,f7_gain_db,f7_q,f8_type,f8_fc_hz,f8_gain_db,f8_q,f9_type,f9_fc_hz,f9_gain_db,f9_q,f10_type,f10_fc_hz,f10_gain_db,f10_q,f11_type,f11_fc_hz,f11_gain_db,f11_q,f12_type,f12_fc_hz,f12_gain_db,f12_q,f13_type,f13_fc_hz,f13_gain_db,f13_q,f14_type,f14_fc_hz,f14_gain_db,f14_q,f15_type,f15_fc_hz,f15_gain_db,f15_q,f16_type,f16_fc_hz,f16_gain_db,f16_q,f17_type,f17_fc_hz,f17_gain_db,f17_q,f18_type,f18_fc_hz,f18_gain_db,f18_q,f19_type,f19_fc_hz,f19_gain_db,f19_q,f20_type,f20_fc_hz,f20_gain_db,f20_q,f21_type,f21_fc_hz,f21_gain_db,f21_q,f22_type,f22_fc_hz,f22_gain_db,f22_q,f23_type,f23_fc_hz,f23_gain_db,f23_q,f24_type,f24_fc_hz,f24_gain_db,f24_q,f25_type,f25_fc_hz,f25_gain_db,f25_q,f26_type,f26_fc_hz,f26_gain_db,f26_q,f27_type,f27_fc_hz,f27_gain_db,f27_q,f28_type,f28_fc_hz,f28_gain_db,f28_q,f29_type,f29_fc_hz,f29_gain_db,f29_q,f30_type,f30_fc_hz,f30_gain_db,f30_q,f31_type,f31_fc_hz,f31_gain_db,f31_q
Perlisten s7c,speaker,dbx-1231,Vendors-Perlisten,,6.38,6.61,0.23000000000000043,-1.1,31,0.24,2023-08-04-23:41:32,eq/Perlisten s7c/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.75,4.32,PK,31.0,0.75,4.32,PK,40.0,0.75,4.32,PK,50.0,0.75,4.32,PK,63.0,0.5,4.32,PK,80.0,0.0,4.32,PK,100.0,-0.25,4.32,PK,125.0,-0.5,4.32,PK,160.0,-0.5,4.32,PK,200.0,-0.5,4.32,PK,250.0,-0.5,4.32,PK,315.0,-0.25,4.32,PK,400.0,0.0,4.32,PK,500.0,0.0,4.32,PK,630.0,0.0,4.32,PK,800.0,0.25,4.32,PK,1000.0,0.25,4.32,PK,1250.0,0.25,4.32,PK,1600.0,0.25,4.32,PK,2000.0,0.0,4.32,PK,2500.0,0.0,4.32,PK,3150.0,0.25,4.32,PK,4000.0,0.0,4.32,PK,5000.0,0.0,4.32,PK,6300.0,0.25,4.32,PK,8000.0,0.25,4.32,PK,10000.0,0.25,4.32,PK,12000.0,0.25,4.32,PK,16000.0,0.25,4.32,PK,20000.0,0.0,4.32
Perlisten s7c,speaker,autoeq,Vendors-Perlisten,,6.35,7.1,0.75,-2.7,7,0.26,2024-03-19-16:36:21,eq/Perlisten s7c/iir-autoeq.txt,PK,40.0,3.0,0.92,PK,113.0,-2.54,1.2,PK,243.0,-2.19,0.93,PK,739.0,-1.23,0.77,PK,2862.0,0.79,2.99,PK,3650.0,-1.5,0.59,PK,11085.0,-0.95,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perlisten s7t,speaker,dbx-1215,Vendors-Perlisten,,6.73,7.01,0.27999999999999936,-1.1,15,0.24,2023-08-04-23:31:28,eq/Perlisten s7t/iir-autoeq-dbx-1215.txt,PK,25.0,0.75,2.14,PK,40.0,0.75,2.14,PK,63.0,0.75,2.14,PK,100.0,0.25,2.14,PK,160.0,0.0,2.14,PK,250.0,0.0,2.14,PK,400.0,0.25,2.14,PK,630.0,0.25,2.14,PK,1000.0,0.25,2.14,PK,1600.0,0.25,2.14,PK,2500.0,0.25,2.14,PK,4000.0,0.0,2.14,PK,6300.0,0.0,2.14,PK,10000.0,0.0,2.14,PK,16000.0,0.0,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perlisten s7t,speaker,dbx-1231,Vendors-Perlisten,,6.73,7.01,0.27999999999999936,-0.8,31,0.24,2023-08-04-23:42:40,eq/Perlisten s7t/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.5,4.32,PK,31.0,0.5,4.32,PK,40.0,0.5,4.32,PK,50.0,0.5,4.32,PK,63.0,0.5,4.32,PK,80.0,0.25,4.32,PK,100.0,0.0,4.32,PK,125.0,0.0,4.32,PK,160.0,0.0,4.32,PK,200.0,0.0,4.32,PK,250.0,0.0,4.32,PK,315.0,0.0,4.32,PK,400.0,0.0,4.32,PK,500.0,0.25,4.32,PK,630.0,0.25,4.32,PK,800.0,0.0,4.32,PK,1000.0,0.0,4.32,PK,1250.0,0.25,4.32,PK,1600.0,0.0,4.32,PK,2000.0,0.25,4.32,PK,2500.0,0.0,4.32,PK,3150.0,0.0,4.32,PK,4000.0,0.0,4.32,PK,5000.0,0.0,4.32,PK,6300.0,0.0,4.32,PK,8000.0,0.0,4.32,PK,10000.0,0.0,4.32,PK,12000.0,0.0,4.32,PK,16000.0,0.0,4.32,PK,20000.0,0.0,4.32
Perlisten s7t,speaker,autoeq,Vendors-Perlisten,,6.63,8.3,1.6700000000000008,-4.7,7,0.26,2024-03-19-16:18:09,eq/Perlisten s7t/iir-autoeq.txt,PK,22.0,2.99,0.62,PK,56.0,3.0,0.28,PK,125.0,-4.16,0.48,PK,879.0,-1.0,2.19,PK,1642.0,-1.05,3.0,PK,6585.0,-1.07,1.09,PK,11085.0,-1.48,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phase Tech PC 3.1,speaker,autoeq,ASR,,2.95,5.19,2.24,-3.0,7,0.26,2025-03-20-15:04:45,eq/Phase Tech PC 3.1/iir-autoeq.txt,PK,32.0,2.82,1.16,PK,62.0,2.5,1.44,PK,121.0,-2.17,0.97,PK,160.0,-1.58,0.63,PK,470.0,-1.85,2.66,PK,1202.0,3.0,1.27,PK,10341.0,-5.11,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philharmonic BMR,speaker,dbx-1215,ErinsAudioCorner,,5.98,6.13,0.14999999999999947,-0.6,15,0.24,2023-08-04-23:34:30,eq/Philharmonic BMR/iir-autoeq-dbx-1215.txt,PK,25.0,0.5,2.14,PK,40.0,0.5,2.14,PK,63.0,0.0,2.14,PK,100.0,0.0,2.14,PK,160.0,0.25,2.14,PK,250.0,0.0,2.14,PK,400.0,0.0,2.14,PK,630.0,0.0,2.14,PK,1000.0,0.0,2.14,PK,1600.0,0.0,2.14,PK,2500.0,-0.25,2.14,PK,4000.0,0.0,2.14,PK,6300.0,-0.25,2.14,PK,10000.0,0.0,2.14,PK,16000.0,0.25,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philharmonic BMR,speaker,dbx-1231,ErinsAudioCorner,,5.98,6.21,0.22999999999999954,-0.6,31,0.24,2023-08-04-23:47:22,eq/Philharmonic BMR/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.25,4.32,PK,31.0,0.25,4.32,PK,40.0,0.25,4.32,PK,50.0,0.25,4.32,PK,63.0,0.0,4.32,PK,80.0,0.0,4.32,PK,100.0,0.0,4.32,PK,125.0,0.25,4.32,PK,160.0,0.25,4.32,PK,200.0,0.25,4.32,PK,250.0,0.25,4.32,PK,315.0,0.0,4.32,PK,400.0,0.0,4.32,PK,500.0,0.0,4.32,PK,630.0,0.0,4.32,PK,800.0,0.25,4.32,PK,1000.0,0.25,4.32,PK,1250.0,0.25,4.32,PK,1600.0,0.25,4.32,PK,2000.0,0.0,4.32,PK,2500.0,0.0,4.32,PK,3150.0,0.25,4.32,PK,4000.0,0.25,4.32,PK,5000.0,0.25,4.32,PK,6300.0,0.0,4.32,PK,8000.0,0.5,4.32,PK,10000.0,0.25,4.32,PK,12000.0,0.25,4.32,PK,16000.0,0.5,4.32,PK,20000.0,0.0,4.32
Philharmonic BMR,speaker,autoeq,ErinsAudioCorner,,5.98,7.06,1.0799999999999992,-3.5,9,0.24,2023-08-05-04:15:37,eq/Philharmonic BMR/iir-autoeq.txt,LS,46.0,2.84,0.72,PK,158.0,0.73,1.93,PK,200.0,0.57,0.97,PK,418.0,-1.35,2.73,PK,739.0,-0.14,1.89,PK,2226.0,-1.88,2.37,PK,6276.0,-1.78,2.56,PK,7930.0,1.57,2.71,LS,10361.0,0.74,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philharmonic Ceramic Mini,speaker,autoeq,ErinsAudioCorner,,5.92,6.89,0.9699999999999998,-3.9,7,0.26,2023-11-24-17:58:19,eq/Philharmonic Ceramic Mini/iir-autoeq.txt,PK,34.0,3.97,4.1,PK,52.0,2.56,4.01,PK,92.0,-2.07,1.09,PK,235.0,0.82,5.92,PK,454.0,0.82,2.76,PK,942.0,-1.11,3.12,PK,6585.0,-1.81,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer DJ VM-50,speaker,dbx-1215,ErinsAudioCorner,,4.97,5.08,0.11000000000000032,-0.6,15,0.24,2023-08-04-23:32:19,eq/Pioneer DJ VM-50/iir-autoeq-dbx-1215.txt,PK,25.0,0.25,2.14,PK,40.0,0.25,2.14,PK,63.0,0.25,2.14,PK,100.0,0.25,2.14,PK,160.0,0.25,2.14,PK,250.0,0.25,2.14,PK,400.0,0.0,2.14,PK,630.0,-0.25,2.14,PK,1000.0,0.0,2.14,PK,1600.0,0.0,2.14,PK,2500.0,0.25,2.14,PK,4000.0,0.5,2.14,PK,6300.0,0.25,2.14,PK,10000.0,0.25,2.14,PK,16000.0,0.5,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer DJ VM-50,speaker,dbx-1231,ErinsAudioCorner,,4.97,5.23,0.2600000000000007,-0.7,31,0.24,2023-08-04-23:46:58,eq/Pioneer DJ VM-50/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.25,4.32,PK,31.0,0.25,4.32,PK,40.0,0.25,4.32,PK,50.0,0.25,4.32,PK,63.0,0.25,4.32,PK,80.0,0.25,4.32,PK,100.0,0.25,4.32,PK,125.0,0.25,4.32,PK,160.0,0.25,4.32,PK,200.0,0.25,4.32,PK,250.0,0.25,4.32,PK,315.0,0.25,4.32,PK,400.0,0.0,4.32,PK,500.0,0.0,4.32,PK,630.0,-0.25,4.32,PK,800.0,-0.25,4.32,PK,1000.0,0.0,4.32,PK,1250.0,-0.25,4.32,PK,1600.0,0.0,4.32,PK,2000.0,0.0,4.32,PK,2500.0,0.25,4.32,PK,3150.0,0.5,4.32,PK,4000.0,0.5,4.32,PK,5000.0,0.25,4.32,PK,6300.0,0.25,4.32,PK,8000.0,0.25,4.32,PK,10000.0,0.25,4.32,PK,12000.0,0.25,4.32,PK,16000.0,0.5,4.32,PK,20000.0,0.0,4.32
Pioneer DJ VM-50,speaker,autoeq,ErinsAudioCorner,,4.99,6.14,1.1499999999999995,-3.2,7,0.26,2024-03-19-16:21:20,eq/Pioneer DJ VM-50/iir-autoeq.txt,PK,49.0,2.5,1.24,PK,211.0,2.29,0.67,PK,879.0,-1.42,0.77,PK,3068.0,2.89,2.83,PK,4194.0,2.01,2.98,PK,9001.0,2.32,1.63,PK,9989.0,-1.13,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer S-DF3-K,speaker,dbx-1215,Vendors-Pioneer,,3.5,4.24,0.7400000000000002,-0.4,15,0.24,2023-08-04-23:30:58,eq/Pioneer S-DF3-K/iir-autoeq-dbx-1215.txt,PK,25.0,0.25,2.14,PK,40.0,0.25,2.14,PK,63.0,0.25,2.14,PK,100.0,0.25,2.14,PK,160.0,0.25,2.14,PK,250.0,0.25,2.14,PK,400.0,0.0,2.14,PK,630.0,-0.25,2.14,PK,1000.0,0.0,2.14,PK,1600.0,0.25,2.14,PK,2500.0,0.0,2.14,PK,4000.0,-0.5,2.14,PK,6300.0,-0.5,2.14,PK,10000.0,-0.75,2.14,PK,16000.0,-0.75,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer S-DF3-K,speaker,dbx-1231,Vendors-Pioneer,,3.5,4.33,0.8300000000000001,-0.4,31,0.24,2023-08-04-23:46:57,eq/Pioneer S-DF3-K/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.25,4.32,PK,31.0,0.25,4.32,PK,40.0,0.25,4.32,PK,50.0,0.25,4.32,PK,63.0,0.25,4.32,PK,80.0,0.0,4.32,PK,100.0,0.25,4.32,PK,125.0,0.25,4.32,PK,160.0,0.25,4.32,PK,200.0,0.25,4.32,PK,250.0,0.25,4.32,PK,315.0,0.0,4.32,PK,400.0,0.0,4.32,PK,500.0,0.0,4.32,PK,630.0,0.0,4.32,PK,800.0,0.0,4.32,PK,1000.0,0.0,4.32,PK,1250.0,0.0,4.32,PK,1600.0,0.25,4.32,PK,2000.0,-0.25,4.32,PK,2500.0,0.25,4.32,PK,3150.0,-0.25,4.32,PK,4000.0,-0.5,4.32,PK,5000.0,-0.5,4.32,PK,6300.0,-0.25,4.32,PK,8000.0,-0.5,4.32,PK,10000.0,-0.5,4.32,PK,12000.0,-0.25,4.32,PK,16000.0,-0.5,4.32,PK,20000.0,0.0,4.32
Pioneer S-DF3-K,speaker,autoeq,Vendors-Pioneer,,3.45,5.95,2.5,-3.2,7,0.26,2024-03-19-16:50:11,eq/Pioneer S-DF3-K/iir-autoeq.txt,PK,49.0,2.94,2.92,PK,130.0,0.6,2.5,PK,166.0,2.24,0.86,PK,299.0,-0.25,2.51,PK,1532.0,2.34,2.99,PK,4051.0,-3.5,1.02,PK,9989.0,-3.55,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer SP-BS22-LR,speaker,dbx-1215,ASR,,4.98,5.32,0.33999999999999986,-0.7,15,0.24,2023-08-04-23:33:25,eq/Pioneer SP-BS22-LR/iir-autoeq-dbx-1215.txt,PK,25.0,0.5,2.14,PK,40.0,0.5,2.14,PK,63.0,0.5,2.14,PK,100.0,0.5,2.14,PK,160.0,0.25,2.14,PK,250.0,0.25,2.14,PK,400.0,0.25,2.14,PK,630.0,0.25,2.14,PK,1000.0,-0.25,2.14,PK,1600.0,0.0,2.14,PK,2500.0,-0.5,2.14,PK,4000.0,0.5,2.14,PK,6300.0,0.5,2.14,PK,10000.0,0.25,2.14,PK,16000.0,0.25,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer SP-BS22-LR,speaker,dbx-1231,ASR,,4.98,5.32,0.33999999999999986,-0.6,31,0.24,2023-08-04-23:44:11,eq/Pioneer SP-BS22-LR/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.25,4.32,PK,31.0,0.25,4.32,PK,40.0,0.25,4.32,PK,50.0,0.25,4.32,PK,63.0,0.25,4.32,PK,80.0,0.25,4.32,PK,100.0,0.25,4.32,PK,125.0,0.25,4.32,PK,160.0,0.25,4.32,PK,200.0,0.0,4.32,PK,250.0,0.0,4.32,PK,315.0,0.25,4.32,PK,400.0,0.25,4.32,PK,500.0,0.25,4.32,PK,630.0,0.25,4.32,PK,800.0,0.0,4.32,PK,1000.0,-0.25,4.32,PK,1250.0,-0.25,4.32,PK,1600.0,0.0,4.32,PK,2000.0,0.0,4.32,PK,2500.0,-0.25,4.32,PK,3150.0,0.0,4.32,PK,4000.0,0.25,4.32,PK,5000.0,0.25,4.32,PK,6300.0,0.25,4.32,PK,8000.0,0.5,4.32,PK,10000.0,0.25,4.32,PK,12000.0,0.25,4.32,PK,16000.0,0.25,4.32,PK,20000.0,0.0,4.32
Pioneer SP-BS22-LR,speaker,autoeq,ASR,,4.98,5.98,1.0,-3.6,9,0.24,2023-08-05-04:10:34,eq/Pioneer SP-BS22-LR/iir-autoeq.txt,PK,117.0,0.74,1.19,PK,207.0,-0.88,1.36,PK,432.0,-0.09,2.9,PK,584.0,0.87,1.38,PK,1103.0,-2.1,1.4,PK,2545.0,-2.25,1.96,PK,3801.0,1.08,1.7,PK,8199.0,2.24,2.87,LS,15474.0,1.4,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer SP-BS22-LR,speaker,flipflop,,,,,,-1.7,20,,17-07-2020 13:12:40,eq/Pioneer SP-BS22-LR/iir-flipflop.txt,PK,477.0,0.6,9.0,PK,610.0,0.5,5.0,PK,757.0,-0.6,9.0,PK,1005.0,-0.8,15.0,PK,1066.0,-1.6,2.341,PK,1093.0,0.6,10.0,PK,1810.0,-0.6,20.0,PK,1867.0,-1.2,1.0,PK,1993.0,1.0,5.0,PK,2362.0,-1.7,5.0,PK,2836.0,-1.6,4.159,PK,5850.0,0.6,12.0,PK,7000.0,-1.1,7.0,PK,7960.0,1.0,10.0,PK,7996.0,1.3,5.0,PK,8830.0,-0.8,15.0,PK,9700.0,1.0,14.0,PK,10820.0,-0.9,7.0,PK,11656.0,-1.0,1.0,PK,15120.0,-1.1,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer SP-C22,speaker,dbx-1215,ASR,,4.47,4.62,0.15000000000000036,-0.7,15,0.24,2023-08-04-23:32:33,eq/Pioneer SP-C22/iir-autoeq-dbx-1215.txt,PK,25.0,0.5,2.14,PK,40.0,0.5,2.14,PK,63.0,0.5,2.14,PK,100.0,0.0,2.14,PK,160.0,0.0,2.14,PK,250.0,0.25,2.14,PK,400.0,0.25,2.14,PK,630.0,0.25,2.14,PK,1000.0,0.0,2.14,PK,1600.0,0.0,2.14,PK,2500.0,0.25,2.14,PK,4000.0,0.25,2.14,PK,6300.0,0.0,2.14,PK,10000.0,0.0,2.14,PK,16000.0,-0.25,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer SP-C22,speaker,dbx-1231,ASR,,4.47,4.68,0.20999999999999996,-0.4,31,0.24,2023-08-04-23:45:21,eq/Pioneer SP-C22/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.25,4.32,PK,31.0,0.25,4.32,PK,40.0,0.25,4.32,PK,50.0,0.25,4.32,PK,63.0,0.25,4.32,PK,80.0,0.0,4.32,PK,100.0,0.0,4.32,PK,125.0,0.0,4.32,PK,160.0,0.0,4.32,PK,200.0,0.0,4.32,PK,250.0,0.25,4.32,PK,315.0,0.25,4.32,PK,400.0,0.25,4.32,PK,500.0,0.25,4.32,PK,630.0,0.25,4.32,PK,800.0,0.25,4.32,PK,1000.0,0.0,4.32,PK,1250.0,0.0,4.32,PK,1600.0,0.0,4.32,PK,2000.0,0.25,4.32,PK,2500.0,0.25,4.32,PK,3150.0,0.25,4.32,PK,4000.0,0.25,4.32,PK,5000.0,0.0,4.32,PK,6300.0,0.0,4.32,PK,8000.0,0.25,4.32,PK,10000.0,0.0,4.32,PK,12000.0,0.0,4.32,PK,16000.0,0.0,4.32,PK,20000.0,0.0,4.32
Pioneer SP-C22,speaker,autoeq,ASR,,4.51,5.35,0.8399999999999999,-3.6,9,0.24,2023-08-26-14:56:55,eq/Pioneer SP-C22/iir-autoeq.txt,LS,74.0,2.66,0.82,PK,74.0,2.97,2.89,PK,89.0,-2.31,2.97,PK,253.0,1.61,1.01,PK,646.0,1.08,1.6,PK,1103.0,-0.44,2.96,PK,3438.0,2.13,1.7,PK,8199.0,2.11,2.97,PK,11077.0,-0.84,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer SP-EBS73-LR,speaker,dbx-1215,ASR,,4.3,4.47,0.16999999999999993,-0.7,15,0.24,2023-08-04-23:32:10,eq/Pioneer SP-EBS73-LR/iir-autoeq-dbx-1215.txt,PK,25.0,0.5,2.14,PK,40.0,0.5,2.14,PK,63.0,0.5,2.14,PK,100.0,-0.25,2.14,PK,160.0,0.0,2.14,PK,250.0,-0.25,2.14,PK,400.0,0.0,2.14,PK,630.0,-0.25,2.14,PK,1000.0,-0.25,2.14,PK,1600.0,0.0,2.14,PK,2500.0,0.0,2.14,PK,4000.0,0.5,2.14,PK,6300.0,0.25,2.14,PK,10000.0,0.0,2.14,PK,16000.0,0.25,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer SP-EBS73-LR,speaker,dbx-1231,ASR,,4.3,4.72,0.41999999999999993,-0.9,31,0.24,2023-08-04-23:43:18,eq/Pioneer SP-EBS73-LR/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.5,4.32,PK,31.0,0.5,4.32,PK,40.0,0.5,4.32,PK,50.0,0.5,4.32,PK,63.0,0.5,4.32,PK,80.0,0.25,4.32,PK,100.0,0.0,4.32,PK,125.0,0.0,4.32,PK,160.0,0.25,4.32,PK,200.0,0.0,4.32,PK,250.0,-0.25,4.32,PK,315.0,0.0,4.32,PK,400.0,0.0,4.32,PK,500.0,0.0,4.32,PK,630.0,0.0,4.32,PK,800.0,-0.25,4.32,PK,1000.0,0.0,4.32,PK,1250.0,0.0,4.32,PK,1600.0,-0.25,4.32,PK,2000.0,0.0,4.32,PK,2500.0,0.25,4.32,PK,3150.0,0.5,4.32,PK,4000.0,0.5,4.32,PK,5000.0,0.75,4.32,PK,6300.0,0.25,4.32,PK,8000.0,0.5,4.32,PK,10000.0,0.5,4.32,PK,12000.0,-0.25,4.32,PK,16000.0,0.0,4.32,PK,20000.0,0.0,4.32
Pioneer SP-EBS73-LR,speaker,autoeq,ASR,,4.3,5.92,1.62,-3.3,9,0.24,2023-08-05-01:29:49,eq/Pioneer SP-EBS73-LR/iir-autoeq.txt,LS,68.0,2.85,0.44,PK,187.0,1.94,2.35,PK,271.0,-2.48,1.98,PK,342.0,1.33,1.4,PK,844.0,-0.93,2.5,PK,2909.0,2.31,2.97,PK,4803.0,2.96,2.43,PK,8766.0,2.99,2.11,PK,13092.0,-2.44,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer SP-EBS73-LR,speaker,flipflop,,,,,,-4.5,20,,16-07-2020 23:54:59,eq/Pioneer SP-EBS73-LR/iir-flipflop.txt,PK,351.0,0.9,6.5,PK,400.0,1.1,10.0,PK,701.0,-0.6,6.0,PK,922.0,-0.8,5.0,PK,1150.0,1.2,6.0,PK,1410.0,2.5,13.5,PK,1552.0,-1.4,18.0,PK,2067.0,-0.8,25.0,PK,2860.0,2.4,9.0,PK,3320.0,1.3,4.5,PK,3900.0,0.8,7.0,PK,4800.0,3.9,4.0,PK,5780.0,0.6,10.0,PK,6320.0,0.6,3.0,PK,7600.0,1.4,4.8,PK,9130.0,2.5,4.4,PK,9970.0,0.9,7.5,PK,11100.0,-2.0,3.5,PK,12900.0,-1.1,4.8,PK,15400.0,-1.2,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer SP-EC73,speaker,dbx-1215,ASR,,2.99,3.53,0.5399999999999996,-0.7,15,0.24,2023-08-04-23:29:09,eq/Pioneer SP-EC73/iir-autoeq-dbx-1215.txt,PK,25.0,0.5,2.14,PK,40.0,0.5,2.14,PK,63.0,0.5,2.14,PK,100.0,0.25,2.14,PK,160.0,0.5,2.14,PK,250.0,0.0,2.14,PK,400.0,0.25,2.14,PK,630.0,-0.25,2.14,PK,1000.0,0.0,2.14,PK,1600.0,-0.25,2.14,PK,2500.0,-0.25,2.14,PK,4000.0,0.25,2.14,PK,6300.0,0.0,2.14,PK,10000.0,-0.25,2.14,PK,16000.0,-0.5,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer SP-EC73,speaker,dbx-1231,ASR,,2.99,3.67,0.6799999999999997,-0.8,31,0.24,2023-08-04-23:41:20,eq/Pioneer SP-EC73/iir-autoeq-dbx-1231.txt,PK,20.0,0.0,4.32,PK,25.0,0.5,4.32,PK,31.0,0.5,4.32,PK,40.0,0.5,4.32,PK,50.0,0.5,4.32,PK,63.0,0.5,4.32,PK,80.0,0.25,4.32,PK,100.0,0.25,4.32,PK,125.0,0.25,4.32,PK,160.0,0.5,4.32,PK,200.0,0.25,4.32,PK,250.0,0.0,4.32,PK,315.0,0.0,4.32,PK,400.0,0.0,4.32,PK,500.0,-0.25,4.32,PK,630.0,-0.25,4.32,PK,800.0,-0.25,4.32,PK,1000.0,0.0,4.32,PK,1250.0,0.0,4.32,PK,1600.0,-0.25,4.32,PK,2000.0,-0.25,4.32,PK,2500.0,-0.25,4.32,PK,3150.0,0.0,4.32,PK,4000.0,0.25,4.32,PK,5000.0,0.25,4.32,PK,6300.0,0.0,4.32,PK,8000.0,0.25,4.32,PK,10000.0,-0.25,4.32,PK,12000.0,-0.75,4.32,PK,16000.0,-0.25,4.32,PK,20000.0,0.0,4.32
Pioneer SP-EC73,speaker,autoeq,ASR,,2.99,5.33,2.34,-2.7,9,0.24,2023-08-05-03:39:54,eq/Pioneer SP-EC73/iir-autoeq.txt,PK,67.0,1.4,1.2,PK,194.0,2.95,0.94,PK,262.0,-1.91,2.91,PK,739.0,-1.34,1.61,PK,1103.0,1.87,2.38,PK,2380.0,-0.48,2.36,PK,4345.0,2.48,2.06,PK,8478.0,2.91,2.3,PK,11454.0,-2.5,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
